row_number,player_name,team_abbreviation,age,gp,w,l,min,pts,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,pf,nba_fantasy_pts,dd2,td3,plus_minus,last_update,season
1,Nikola Jokić,DEN,30,67,43,24,2461.4,2007,763,1323,57.7,134,323,41.5,347,432,80.3,193,664,857,685,223,119,44,152,4329,57,32,540,2025-04-07 11:37:37.144203,2024-25
2,LeBron James,LAL,40,67,42,25,2350.6,1641,626,1220,51.3,145,382,38.0,244,314,77.7,70,458,528,561,251,67,39,95,3183,32,10,-54,2025-04-07 11:37:37.144203,2024-25
3,Cade Cunningham,DET,23,67,37,30,2348.7,1723,640,1391,46.0,143,404,35.4,300,351,85.5,54,360,414,613,297,68,50,187,3196,30,9,175,2025-04-07 11:37:37.144203,2024-25
3,Domantas Sabonis,SAC,28,66,34,32,2291.7,1266,498,847,58.8,60,149,40.3,210,281,74.7,252,665,917,400,194,44,24,218,2976,57,9,138,2025-04-07 11:37:37.144203,2024-25
3,Giannis Antetokounmpo,MIL,30,64,37,27,2187.6,1953,762,1265,60.2,12,57,21.1,417,675,61.8,141,622,763,403,203,56,74,154,3660,52,9,280,2025-04-07 11:37:37.144203,2024-25
3,Josh Hart,NYK,30,75,48,27,2814.8,1033,396,750,52.8,82,245,33.5,159,204,77.9,155,560,715,441,155,115,27,191,2824,33,9,224,2025-04-07 11:37:37.144203,2024-25
7,Josh Giddey,CHI,22,69,32,37,2076.2,994,360,779,46.2,102,272,37.5,172,221,77.8,125,425,550,492,198,82,42,120,2566,29,6,-79,2025-04-07 11:37:37.144203,2024-25
8,Luka Dončić,LAL,26,47,29,18,1668.4,1301,425,963,44.1,162,455,35.6,289,365,79.2,39,351,390,365,169,84,20,120,2460,21,5,297,2025-04-07 11:37:37.144203,2024-25
9,Alperen Sengun,HOU,22,75,52,23,2371.4,1437,560,1129,49.6,21,90,23.3,296,428,69.2,260,521,781,368,194,84,60,208,3164,45,4,418,2025-04-07 11:37:37.144203,2024-25
9,Russell Westbrook,DEN,36,72,40,32,2026.0,958,362,802,45.1,93,281,33.1,141,219,64.4,100,263,363,443,236,103,37,185,2242,13,4,-39,2025-04-07 11:37:37.144203,2024-25
11,Amen Thompson,HOU,22,68,43,25,2199.2,955,382,688,55.5,25,90,27.8,166,243,68.3,190,368,558,259,137,96,88,164,2428,21,3,283,2025-04-07 11:37:37.144203,2024-25
11,Jimmy Butler III,GSW,35,51,34,17,1612.2,872,276,555,49.7,29,98,29.6,291,348,83.6,121,163,284,272,72,70,17,50,1810,6,3,209,2025-04-07 11:37:37.144203,2024-25
13,Damian Lillard,MIL,34,58,32,26,2092.9,1447,444,992,44.8,197,524,37.6,362,393,92.1,29,243,272,410,162,70,10,97,2466,14,2,53,2025-04-07 11:37:37.144203,2024-25
13,Deni Avdija,POR,24,72,33,39,2161.1,1219,402,844,47.6,125,342,36.5,290,372,78.0,110,412,522,281,196,71,35,171,2389,17,2,-78,2025-04-07 11:37:37.144203,2024-25
13,James Harden,LAC,35,75,46,29,2623.1,1684,492,1222,40.3,220,637,34.5,480,549,87.4,50,376,426,645,325,112,52,154,3330,34,2,311,2025-04-07 11:37:37.144203,2024-25
13,Jaylin Williams,OKC,22,44,37,7,732.4,251,88,206,42.7,54,143,37.8,21,28,75.0,46,199,245,108,31,20,28,75,820,3,2,266,2025-04-07 11:37:37.144203,2024-25
13,Jayson Tatum,BOS,27,70,51,19,2544.3,1884,645,1426,45.2,243,707,34.4,351,431,81.4,47,561,608,418,207,75,37,151,3370,31,2,509,2025-04-07 11:37:37.144203,2024-25
13,RJ Barrett,TOR,24,57,22,35,1854.5,1212,456,971,47.0,104,299,34.8,196,311,63.0,61,304,365,313,165,45,17,137,2141,10,2,-145,2025-04-07 11:37:37.144203,2024-25
13,Zion Williamson,NOP,24,30,10,20,857.3,737,288,508,56.7,3,13,23.1,158,241,65.6,76,140,216,159,90,37,27,82,1337,8,2,-42,2025-04-07 11:37:37.144203,2024-25
20,Austin Reaves,LAL,26,70,44,26,2440.3,1417,458,1000,45.8,192,513,37.4,309,350,88.3,58,255,313,406,166,78,22,142,2536,9,1,178,2025-04-07 11:37:37.144203,2024-25
20,Ayo Dosunmu,CHI,25,46,17,29,1393.9,566,221,449,49.2,62,189,32.8,62,79,78.5,26,135,161,208,69,43,18,105,1185,1,1,-234,2025-04-07 11:37:37.144203,2024-25
20,Bam Adebayo,MIA,27,76,35,41,2616.8,1369,526,1086,48.4,73,212,34.4,244,318,76.7,182,549,731,330,160,95,53,160,3025,37,1,-19,2025-04-07 11:37:37.144203,2024-25
20,Bilal Coulibaly,WAS,20,59,13,46,1947.5,727,263,624,42.1,63,224,28.1,138,185,74.6,91,203,294,199,125,78,41,139,1610,3,1,-587,2025-04-07 11:37:37.144203,2024-25
20,Dejounte Murray,NOP,28,31,9,22,1012.1,542,194,494,39.3,52,174,29.9,102,124,82.3,17,183,200,228,106,63,12,61,1243,8,1,-207,2025-04-07 11:37:37.144203,2024-25
20,Desmond Bane,MEM,26,66,37,29,2107.1,1256,467,970,48.1,152,395,38.5,170,191,89.0,61,340,401,356,162,78,27,157,2424,10,1,143,2025-04-07 11:37:37.144203,2024-25
20,Draymond Green,GSW,35,64,40,24,1861.8,578,205,483,42.4,72,229,31.4,96,141,68.1,71,322,393,362,164,90,66,207,1897,6,1,254,2025-04-07 11:37:37.144203,2024-25
20,Ja Morant,MEM,25,47,29,18,1422.5,1074,373,820,45.5,77,254,30.3,251,303,82.8,29,168,197,344,177,59,11,107,1859,13,1,211,2025-04-07 11:37:37.144203,2024-25
20,Jaime Jaquez Jr.,MIA,24,63,30,33,1299.2,513,189,424,44.6,33,107,30.8,102,135,75.6,79,191,270,152,94,59,13,77,1187,2,1,-170,2025-04-07 11:37:37.144203,2024-25
20,Jalen Johnson,ATL,23,36,18,18,1284.2,680,271,542,50.0,44,141,31.2,94,126,74.6,62,297,359,181,106,56,36,67,1552,20,1,55,2025-04-07 11:37:37.144203,2024-25
20,Jalen Pickett,DEN,25,46,28,18,605.6,182,71,164,43.3,35,90,38.9,5,6,83.3,14,53,67,100,22,16,4,35,450,1,1,51,2025-04-07 11:37:37.144203,2024-25
20,Joel Embiid,PHI,31,19,8,11,574.4,452,140,315,44.4,23,77,29.9,149,169,88.2,36,119,155,85,62,14,18,42,800,7,1,-57,2025-04-07 11:37:37.144203,2024-25
20,Karl-Anthony Towns,NYK,29,70,46,24,2444.7,1700,615,1175,52.3,141,334,42.2,329,397,82.9,206,690,896,215,185,69,49,241,3267,56,1,382,2025-04-07 11:37:37.144203,2024-25
20,Kevin Porter Jr.,MIL,24,72,40,32,1402.6,714,276,620,44.5,52,166,31.3,110,145,75.9,37,228,265,237,131,69,13,109,1503,2,1,-6,2025-04-07 11:37:37.144203,2024-25
20,Miles Bridges,CHA,27,63,16,47,1998.7,1286,465,1076,43.2,139,444,31.3,217,250,86.8,72,403,475,245,133,44,44,91,2355,14,1,-232,2025-04-07 11:37:37.144203,2024-25
20,Nikola Vučević,CHI,34,70,31,39,2198.3,1306,531,998,53.2,126,313,40.3,118,147,80.3,163,541,704,240,114,57,48,160,2712,43,1,-128,2025-04-07 11:37:37.144203,2024-25
20,Scottie Barnes,TOR,23,62,25,37,2046.7,1174,440,1000,44.0,71,270,26.3,223,290,76.9,101,370,471,362,177,92,61,111,2564,24,1,-121,2025-04-07 11:37:37.144203,2024-25
20,Scotty Pippen Jr.,MEM,24,76,45,31,1596.1,742,273,567,48.1,83,211,39.3,113,157,72.0,61,193,254,334,135,101,29,194,1803,9,1,67,2025-04-07 11:37:37.144203,2024-25
20,Tyrese Maxey,PHI,24,52,20,32,1960.2,1369,477,1091,43.7,161,478,33.7,254,289,87.9,15,159,174,317,124,91,21,116,2265,8,1,-124,2025-04-07 11:37:37.144203,2024-25
20,Victor Wembanyama,SAS,21,46,21,25,1527.3,1116,408,857,47.6,142,403,35.2,158,189,83.6,82,424,506,168,149,52,176,105,2510,28,1,102,2025-04-07 11:37:37.144203,2024-25
40,A.J. Lawson,TOR,24,23,13,10,405.6,196,69,164,42.1,29,88,33.0,29,46,63.0,16,54,70,22,14,11,6,39,350,1,0,-20,2025-04-07 11:37:37.144203,2024-25
40,AJ Green,MIL,25,69,40,29,1573.0,514,173,404,42.8,146,344,42.4,22,27,81.5,17,141,158,100,38,36,6,151,942,0,0,163,2025-04-07 11:37:37.144203,2024-25
40,AJ Johnson,WAS,20,25,7,18,496.2,183,68,164,41.5,21,71,29.6,26,31,83.9,7,43,50,64,29,10,3,33,349,0,0,-79,2025-04-07 11:37:37.144203,2024-25
40,Aaron Gordon,DEN,29,48,30,18,1344.2,676,235,445,52.8,71,157,45.2,135,168,80.4,70,162,232,156,69,20,12,79,1215,3,0,256,2025-04-07 11:37:37.144203,2024-25
40,Aaron Holiday,HOU,28,59,39,20,739.2,307,105,244,43.0,64,166,38.6,33,40,82.5,12,62,74,73,35,19,10,60,557,0,0,92,2025-04-07 11:37:37.144203,2024-25
40,Aaron Nesmith,IND,25,42,26,16,1048.4,502,179,352,50.9,79,184,42.9,65,71,91.5,34,128,162,51,35,33,17,106,888,0,0,206,2025-04-07 11:37:37.144203,2024-25
40,Aaron Wiggins,OKC,26,72,58,14,1627.8,831,324,666,48.6,122,316,38.6,61,75,81.3,77,195,272,120,61,55,18,92,1495,2,0,461,2025-04-07 11:37:37.144203,2024-25
40,Adam Flagler,OKC,25,33,30,3,143.8,44,17,73,23.3,10,56,17.9,0,0,0.0,7,12,19,8,3,7,3,12,106,0,0,-12,2025-04-07 11:37:37.144203,2024-25
40,Adama Sanogo,CHI,23,4,2,2,21.5,8,4,7,57.1,0,0,0.0,0,0,0.0,5,1,6,1,1,0,0,1,16,0,0,-5,2025-04-07 11:37:37.144203,2024-25
40,Adem Bona,PHI,22,54,11,43,774.6,270,108,155,69.7,0,0,0.0,54,79,68.4,79,131,210,25,49,23,60,115,760,2,0,-79,2025-04-07 11:37:37.144203,2024-25
40,Ajay Mitchell,OKC,22,34,29,5,561.2,218,84,166,50.6,22,51,43.1,28,33,84.8,17,50,67,57,28,24,3,59,437,1,0,114,2025-04-07 11:37:37.144203,2024-25
40,Al Horford,BOS,38,59,43,16,1631.1,525,190,451,42.1,111,308,36.0,34,38,89.5,78,280,358,128,44,35,50,80,1358,6,0,387,2025-04-07 11:37:37.144203,2024-25
40,Alec Burks,MIA,33,46,24,22,811.3,326,105,249,42.2,79,190,41.6,37,48,77.1,15,103,118,50,24,25,7,33,615,0,0,83,2025-04-07 11:37:37.144203,2024-25
40,Alex Caruso,OKC,31,52,42,10,994.6,354,130,297,43.8,57,164,34.8,37,45,82.2,37,113,150,131,37,79,30,95,1021,0,0,282,2025-04-07 11:37:37.144203,2024-25
40,Alex Ducas,OKC,24,19,18,1,96.2,29,10,25,40.0,9,18,50.0,0,0,0.0,6,13,19,3,4,5,0,7,67,0,0,-33,2025-04-07 11:37:37.144203,2024-25
40,Alex Len,LAL,31,45,21,24,366.2,70,30,59,50.8,2,8,25.0,8,17,47.1,38,55,93,37,17,9,20,50,307,0,0,-138,2025-04-07 11:37:37.144203,2024-25
40,Alex Reese,PHI,25,13,3,10,198.9,69,24,48,50.0,13,35,37.1,8,10,80.0,9,34,43,4,5,9,8,20,173,0,0,31,2025-04-07 11:37:37.144203,2024-25
40,Alex Sarr,WAS,19,63,12,51,1715.3,820,307,776,39.6,102,324,31.5,104,156,66.7,120,288,408,145,107,42,96,139,1834,9,0,-550,2025-04-07 11:37:37.144203,2024-25
40,Alondes Williams,DET,25,1,0,1,3.7,5,2,2,100,1,1,100,0,0,0.0,0,0,0,1,0,0,0,0,7,0,0,6,2025-04-07 11:37:37.144203,2024-25
40,Amir Coffey,LAC,27,71,40,31,1743.7,696,240,510,47.1,101,247,40.9,115,129,89.1,32,128,160,77,44,40,7,119,1101,0,0,-53,2025-04-07 11:37:37.144203,2024-25
40,Andre Drummond,PHI,31,40,12,28,750.6,293,117,234,50.0,3,20,15.0,56,90,62.2,109,201,310,34,55,39,18,94,832,5,0,-245,2025-04-07 11:37:37.144203,2024-25
40,Andre Jackson Jr.,MIL,23,65,37,28,936.8,215,87,188,46.3,29,75,38.7,12,22,54.5,64,115,179,79,53,34,13,110,636,0,0,-30,2025-04-07 11:37:37.144203,2024-25
40,Andrew Nembhard,IND,25,62,41,21,1806.8,644,244,516,47.3,50,167,29.9,106,134,79.1,32,176,208,311,108,76,11,143,1513,2,0,193,2025-04-07 11:37:37.144203,2024-25
40,Andrew Wiggins,MIA,30,58,26,32,1790.8,1054,367,816,45.0,127,338,37.6,193,250,77.2,84,174,258,150,96,57,49,99,1811,3,0,-108,2025-04-07 11:37:37.144203,2024-25
40,Anfernee Simons,POR,25,70,28,42,2291.9,1348,479,1125,42.6,215,593,36.3,175,194,90.2,25,164,189,337,143,60,5,117,2132,2,0,-220,2025-04-07 11:37:37.144203,2024-25
40,Anthony Black,ORL,21,74,36,38,1764.7,681,241,572,42.1,56,182,30.8,143,189,75.7,48,160,208,227,131,79,45,157,1512,0,0,-62,2025-04-07 11:37:37.144203,2024-25
40,Anthony Davis,DAL,32,49,29,20,1641.7,1225,455,879,51.8,34,117,29.1,281,362,77.6,129,437,566,165,107,59,102,95,2528,34,0,14,2025-04-07 11:37:37.144203,2024-25
40,Anthony Edwards,MIN,23,75,45,30,2723.5,2056,679,1524,44.6,303,764,39.7,395,473,83.5,59,369,428,342,240,85,46,139,3236,7,0,244,2025-04-07 11:37:37.144203,2024-25
40,Anthony Gill,WAS,32,50,7,43,390.8,129,43,88,48.9,10,31,32.3,33,50,66.0,16,46,62,16,10,9,2,29,250,0,0,-64,2025-04-07 11:37:37.144203,2024-25
40,Anton Watson,NYK,24,8,4,4,20.7,8,4,9,44.4,0,1,0.0,0,0,0.0,1,2,3,2,2,1,0,3,16,0,0,-12,2025-04-07 11:37:37.144203,2024-25
40,Antonio Reeves,NOP,22,40,6,34,519.2,233,88,191,46.1,43,102,42.2,14,17,82.4,15,30,45,30,27,15,3,30,359,0,0,-102,2025-04-07 11:37:37.144203,2024-25
40,Ariel Hukporti,NYK,22,25,17,8,217.4,48,21,31,67.7,0,0,0.0,6,13,46.2,14,37,51,11,21,1,15,32,153,0,0,-63,2025-04-07 11:37:37.144203,2024-25
40,Armel Traoré,LAL,22,9,5,4,66.7,14,6,19,31.6,0,7,0.0,2,7,28.6,2,13,15,1,3,4,2,6,49,0,0,-49,2025-04-07 11:37:37.144203,2024-25
40,Ausar Thompson,DET,22,56,33,23,1250.4,565,235,434,54.1,10,46,21.7,85,134,63.4,108,180,288,127,79,95,37,157,1418,3,0,52,2025-04-07 11:37:37.144203,2024-25
40,Baylor Scheierman,BOS,24,28,25,3,302.6,86,29,79,36.7,22,63,34.9,6,8,75.0,16,34,50,26,9,12,2,18,218,0,0,11,2025-04-07 11:37:37.144203,2024-25
40,Ben Sheppard,IND,23,63,40,23,1229.6,332,120,287,41.8,68,199,34.2,24,27,88.9,44,133,177,85,22,38,14,125,806,0,0,-59,2025-04-07 11:37:37.144203,2024-25
40,Ben Simmons,LAC,28,48,23,25,1081.7,256,116,220,52.7,0,0,0.0,24,33,72.7,43,188,231,280,100,38,22,99,1033,1,0,-37,2025-04-07 11:37:37.144203,2024-25
40,Bennedict Mathurin,IND,22,69,41,28,2057.7,1106,375,810,46.3,95,274,34.7,261,312,83.7,81,287,368,130,130,44,24,155,1817,8,0,100,2025-04-07 11:37:37.144203,2024-25
40,Bismack Biyombo,SAS,32,24,8,16,459.8,130,60,95,63.2,0,0,0.0,10,24,41.7,36,94,130,28,20,15,23,45,422,3,0,-64,2025-04-07 11:37:37.144203,2024-25
40,Blake Wesley,SAS,22,54,21,33,590.9,190,70,163,42.9,17,55,30.9,33,54,61.1,16,39,55,97,49,34,4,38,467,0,0,-16,2025-04-07 11:37:37.144203,2024-25
40,Bobby Portis,MIL,30,46,27,19,1160.1,631,258,557,46.3,60,165,36.4,55,67,82.1,83,300,383,102,56,31,25,87,1356,9,0,68,2025-04-07 11:37:37.144203,2024-25
40,Bobi Klintman,DET,22,7,4,3,19.5,0,0,2,0.0,0,1,0.0,0,0,0.0,0,4,4,1,1,0,1,2,8,0,0,5,2025-04-07 11:37:37.144203,2024-25
40,Bogdan Bogdanović,LAC,32,50,29,21,1256.1,541,195,457,42.7,98,273,35.9,53,60,88.3,21,130,151,135,70,39,11,117,1005,1,0,109,2025-04-07 11:37:37.144203,2024-25
40,Bol Bol,PHX,25,35,10,25,443.9,244,96,183,52.5,32,93,34.4,20,26,76.9,20,84,104,22,20,9,25,20,484,1,0,-34,2025-04-07 11:37:37.144203,2024-25
40,Bones Hyland,MIN,24,24,11,13,238.8,149,47,118,39.8,32,82,39.0,23,26,88.5,5,20,25,32,25,18,4,29,268,0,0,-31,2025-04-07 11:37:37.144203,2024-25
40,Bradley Beal,PHX,31,50,21,29,1608.9,849,326,656,49.7,92,241,38.2,105,132,79.5,34,136,170,181,94,56,28,131,1483,1,0,-271,2025-04-07 11:37:37.144203,2024-25
40,Branden Carlson,OKC,25,28,25,3,179.0,87,29,66,43.9,20,51,39.2,9,13,69.2,11,31,42,10,5,5,15,18,207,0,0,21,2025-04-07 11:37:37.144203,2024-25
40,Brandin Podziemski,GSW,22,60,36,24,1588.0,689,259,584,44.3,106,288,36.8,65,86,75.6,61,242,303,205,69,64,12,88,1519,2,0,198,2025-04-07 11:37:37.144203,2024-25
40,Brandon Boston,NOP,23,42,8,34,992.8,448,166,381,43.6,49,140,35.0,67,85,78.8,28,106,134,92,52,53,9,73,881,0,0,-140,2025-04-07 11:37:37.144203,2024-25
40,Brandon Clarke,MEM,28,64,40,24,1206.9,534,236,380,62.1,1,17,5.9,61,87,70.1,127,199,326,66,41,52,36,145,1247,2,0,181,2025-04-07 11:37:37.144203,2024-25
40,Brandon Ingram,TOR,27,18,5,13,595.0,400,155,333,46.5,43,115,37.4,47,55,85.5,17,83,100,93,69,16,11,45,672,0,0,-128,2025-04-07 11:37:37.144203,2024-25
40,Brandon Miller,CHA,22,27,8,19,923.6,568,198,491,40.3,104,293,35.5,68,79,86.1,25,106,131,98,76,29,20,74,943,2,0,-124,2025-04-07 11:37:37.144203,2024-25
40,Brandon Williams,DAL,25,31,14,17,457.9,258,91,178,51.1,22,58,37.9,54,63,85.7,11,42,53,73,35,23,3,29,474,0,0,10,2025-04-07 11:37:37.144203,2024-25
40,Braxton Key,GSW,28,1,1,0,0.9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-07 11:37:37.144203,2024-25
40,Brice Sensabaugh,UTA,21,68,13,55,1324.3,703,254,553,45.9,140,337,41.5,55,62,88.7,40,154,194,97,97,41,7,103,1128,0,0,-284,2025-04-07 11:37:37.144203,2024-25
40,Bronny James,LAL,20,24,15,9,137.0,55,18,53,34.0,8,29,27.6,11,14,78.6,3,11,14,14,10,5,3,11,107,0,0,-54,2025-04-07 11:37:37.144203,2024-25
40,Brook Lopez,MIL,37,77,44,33,2469.8,1013,384,749,51.3,135,361,37.4,110,134,82.1,112,279,391,140,80,50,144,168,2194,4,0,155,2025-04-07 11:37:37.144203,2024-25
40,Bruce Brown,NOP,28,40,15,25,901.8,331,126,302,41.7,26,80,32.5,53,65,81.5,40,121,161,83,39,34,10,71,742,0,0,-205,2025-04-07 11:37:37.144203,2024-25
40,Bruno Fernando,TOR,26,17,2,15,146.6,58,26,49,53.1,0,0,0.0,6,8,75.0,21,30,51,18,14,4,9,27,171,0,0,-22,2025-04-07 11:37:37.144203,2024-25
40,Bryce McGowens,POR,22,13,8,5,32.0,13,4,14,28.6,0,4,0.0,5,6,83.3,2,1,3,2,4,1,0,3,19,0,0,-4,2025-04-07 11:37:37.144203,2024-25
40,Bub Carrington,WAS,19,78,17,61,2312.7,749,278,690,40.3,129,380,33.9,64,78,82.1,32,289,321,334,129,53,19,180,1722,4,0,-776,2025-04-07 11:37:37.144203,2024-25
40,Buddy Hield,GSW,32,78,46,32,1777.0,869,312,744,41.9,192,517,37.1,53,64,82.8,48,203,251,132,91,69,22,123,1550,0,0,126,2025-04-07 11:37:37.144203,2024-25
40,CJ McCollum,NOP,33,56,17,39,1831.7,1183,444,1000,44.4,171,459,37.3,124,173,71.7,42,170,212,227,106,46,24,124,1882,0,0,-279,2025-04-07 11:37:37.144203,2024-25
40,Caleb Houstan,ORL,22,54,26,28,680.6,204,67,165,40.6,57,144,39.6,13,14,92.9,15,44,59,26,9,17,4,57,368,0,0,-67,2025-04-07 11:37:37.144203,2024-25
40,Caleb Martin,DAL,29,42,16,26,1154.6,333,120,280,42.9,35,98,35.7,58,92,63.0,48,119,167,90,52,42,23,81,811,1,0,-145,2025-04-07 11:37:37.144203,2024-25
40,Cam Christie,LAC,19,11,8,3,57.0,18,7,24,29.2,2,13,15.4,2,4,50.0,3,9,12,6,2,5,1,4,57,0,0,-3,2025-04-07 11:37:37.144203,2024-25
40,Cam Reddish,LAL,25,33,15,18,589.5,105,38,94,40.4,13,47,27.7,16,26,61.5,17,49,66,22,12,33,10,43,334,0,0,-91,2025-04-07 11:37:37.144203,2024-25
40,Cam Spencer,MEM,25,22,12,10,205.7,81,25,59,42.4,14,37,37.8,17,17,100,9,18,27,25,5,6,1,18,167,0,0,25,2025-04-07 11:37:37.144203,2024-25
40,Cam Thomas,BKN,23,25,8,17,781.2,599,199,454,43.8,68,195,34.9,133,151,88.1,15,68,83,94,62,15,2,44,829,1,0,-92,2025-04-07 11:37:37.144203,2024-25
40,Cam Whitmore,HOU,20,48,30,18,740.3,419,157,366,42.9,55,165,33.3,50,67,74.6,32,104,136,45,39,29,12,41,734,2,0,28,2025-04-07 11:37:37.144203,2024-25
